employee__id,employee__code,gender,age,department__id,job__title,join__date,salary,email
1008,EMP01008,Female,26.0,12.0,Engineer,2025-07-01,600000,emp1008@mail.com
1009,EMP01009,Unknow,28.0,11.0,Manager,,800000,
1010,EMP01010,Female,40.0,5.0,Intern,,600000,
1011,EMP01011,Male,37.0,2.0,Intern,,800000,emp1011@mail.com
1012,EMP01012,Female,23.0,14.0,Manager,,500000,
1013,EMP01013,Male,27.0,4.0,HR,,600000,
1014,EMP01014,Male,36.0,1.0,Manager,,500000,
1015,EMP01015,Male,43.0,4.0,HR,2025-07-01,500000,emp1015@mail.com
1016,EMP01016,Male,32.0,7.0,Analyst,,600000,
1017,EMP01017,Male,26.0,7.0,Intern,,500000,
1018,EMP01018,Male,56.0,11.0,Analyst,2023-01-15,500000,
1019,EMP01019,Male,40.0,20.0,Analyst,,600000,emp1019@mail.com
1020,EMP01020,Female,33.0,15.0,HR,,800000,emp1020@mail.com
1021,EMP01021,Female,27.0,11.0,Manager,,600000,
1022,EMP01022,Female,41.0,19.0,Engineer,,600000,emp1022@mail.com
1023,EMP01023,Male,55.0,10.0,HR,,600000,
1024,EMP01024,Female,20.0,2.0,Intern,,600000,
1025,EMP01025,Male,59.0,6.0,QA,,600000,
1026,EMP01026,Female,26.0,9.0,Intern,,350000,
1027,EMP01027,Female,33.0,1.0,Analyst,2023-01-15,350000,
1028,EMP01028,Male,20.0,14.0,Manager,,600000,
1029,EMP01029,Unknow,42.0,17.0,HR,,350000,
1030,EMP01030,Male,43.0,10.0,QA,,500000,
1031,EMP01031,Male,41.0,20.0,QA,,600000,
1032,EMP01032,Male,25.0,20.0,Intern,2025-07-01,350000,
1033,EMP01033,Unknow,54.0,99.0,HR,,800000,emp1033@mail.com
1034,EMP01034,Male,30.0,14.0,Analyst,2025-07-01,500000,
1035,EMP01035,Male,30.0,,Engineer,,600000,
1036,EMP01036,Female,36.0,8.0,Engineer,,500000,
1037,EMP01037,Unknow,23.0,1.0,Manager,,800000,
1038,EMP01038,Unknow,22.0,16.0,QA,,500000,
1039,EMP01039,Male,40.0,6.0,Intern,,800000,
1040,EMP01040,Unknow,59.0,6.0,Intern,,800000,
1041,EMP01041,Male,54.0,5.0,Intern,,600000,emp1041@mail.com
1042,EMP01042,Female,37.0,10.0,HR,,600000,
1043,EMP01043,Unknow,48.0,11.0,QA,,800000,
1044,EMP01044,Female,55.0,6.0,Analyst,2023-01-15,350000,emp1044@mail.com
1045,EMP01045,Male,52.0,5.0,HR,2023-01-15,500000,emp1045@mail.com
1046,EMP01046,Male,59.0,8.0,Manager,2023-01-15,600000,
1047,EMP01047,Male,35.0,6.0,Engineer,2025-07-01,600000,
1048,EMP01048,Male,21.0,5.0,HR,2025-07-01,350000,emp1048@mail.com
1049,EMP01049,Male,59.0,4.0,Analyst,,600000,
1050,EMP01050,Unknow,37.0,10.0,Intern,2023-01-15,500000,
1051,EMP01051,Male,37.0,18.0,Analyst,2023-01-15,600000,
1052,EMP01052,Female,39.0,3.0,Intern,,600000,
1053,EMP01053,Female,54.0,15.0,Manager,,500000,
1054,EMP01054,Male,37.0,17.0,Engineer,,600000,
1055,EMP01055,Female,22.0,8.0,Analyst,,500000,
1056,EMP01056,Female,52.0,12.0,QA,,350000,
1057,EMP01057,Female,33.0,6.0,HR,,600000,
1058,EMP01058,Female,53.0,5.0,Manager,,500000,
1059,EMP01059,Female,40.0,8.0,HR,,350000,
1060,EMP01060,Male,42.0,99.0,Analyst,,800000,
1061,EMP01061,Male,57.0,7.0,HR,,350000,
1062,EMP01062,Male,28.0,18.0,QA,,600000,
1063,EMP01063,Unknow,30.0,10.0,Intern,2023-01-15,600000,
1064,EMP01064,Female,47.0,,Intern,,600000,emp1064@mail.com
1065,EMP01065,Female,46.0,6.0,QA,,800000,
1066,EMP01066,Unknow,47.0,13.0,HR,,350000,
1067,EMP01067,Unknow,56.0,7.0,Engineer,,500000,
1068,EMP01068,Female,40.0,17.0,Manager,2023-01-15,350000,
1069,EMP01069,Female,22.0,99.0,QA,2023-01-15,500000,
1070,EMP01070,Female,39.0,99.0,Intern,,500000,
1071,EMP01071,Unknow,42.0,12.0,Analyst,,350000,
1072,EMP01072,Unknow,39.0,5.0,HR,,600000,emp1072@mail.com
1073,EMP01073,Male,56.0,2.0,Engineer,,500000,emp1073@mail.com
1074,EMP01074,Male,36.0,3.0,HR,,500000,
1075,EMP01075,Male,39.0,15.0,Engineer,2025-07-01,500000,
1076,EMP01076,Male,34.0,1.0,Analyst,2025-07-01,600000,emp1076@mail.com
1077,EMP01077,Female,51.0,1.0,Engineer,,800000,emp1077@mail.com
1078,EMP01078,Male,44.0,14.0,Intern,,600000,
1079,EMP01079,Male,46.0,3.0,QA,,600000,
1080,EMP01080,Unknow,47.0,19.0,QA,,800000,
1081,EMP01081,Female,46.0,7.0,Intern,2023-01-15,500000,
1082,EMP01082,Female,56.0,8.0,QA,,350000,emp1082@mail.com
1083,EMP01083,Unknow,43.0,14.0,Analyst,2023-01-15,800000,
1084,EMP01084,Unknow,30.0,7.0,Manager,,800000,
1085,EMP01085,Unknow,60.0,7.0,Engineer,,600000,emp1085@mail.com
1086,EMP01086,Unknow,38.0,1.0,Manager,,600000,
1087,EMP01087,Male,58.0,8.0,HR,2023-01-15,500000,emp1087@mail.com
1088,EMP01088,Unknow,25.0,10.0,Analyst,2025-07-01,800000,
1089,EMP01089,Male,25.0,99.0,Analyst,2025-07-01,350000,
1090,EMP01090,Unknow,31.0,20.0,Manager,,600000,
1091,EMP01091,Male,27.0,17.0,Manager,2025-07-01,600000,
1092,EMP01092,Female,26.0,14.0,Engineer,,500000,
1093,EMP01093,Female,40.0,13.0,Manager,,500000,
1094,EMP01094,Male,57.0,2.0,Intern,,800000,
1095,EMP01095,Female,48.0,13.0,QA,2025-07-01,800000,
1096,EMP01096,Male,53.0,6.0,Manager,,800000,
1097,EMP01097,Male,55.0,1.0,Manager,2023-01-15,350000,
1098,EMP01098,Unknow,39.0,19.0,Manager,2023-01-15,350000,emp1098@mail.com
1099,EMP01099,Female,39.0,17.0,Intern,2023-01-15,600000,
1100,EMP01100,Female,50.0,3.0,Analyst,2023-01-15,500000,
1101,EMP01101,Unknow,25.0,3.0,QA,,600000,emp1101@mail.com
1102,EMP01102,Female,38.0,14.0,Manager,2025-07-01,600000,
1103,EMP01103,Male,23.0,19.0,Intern,2023-01-15,600000,
1104,EMP01104,Male,58.0,2.0,Analyst,2023-01-15,600000,emp1104@mail.com
1105,EMP01105,Male,33.0,19.0,Intern,2025-07-01,600000,
1106,EMP01106,Male,31.0,19.0,Manager,2023-01-15,800000,
1107,EMP01107,Male,40.0,10.0,QA,2025-07-01,600000,emp1107@mail.com
1108,EMP01108,Male,53.0,16.0,HR,,800000,emp1108@mail.com
1109,EMP01109,Male,52.0,17.0,HR,2025-07-01,800000,
1110,EMP01110,Female,52.0,9.0,QA,,500000,
1111,EMP01111,Female,36.0,20.0,Engineer,,600000,
1112,EMP01112,Male,20.0,3.0,HR,,800000,
1113,EMP01113,Unknow,59.0,7.0,Manager,,500000,emp1113@mail.com
1114,EMP01114,Male,40.0,4.0,Engineer,,600000,
1115,EMP01115,Male,32.0,13.0,Manager,,500000,
1116,EMP01116,Unknow,55.0,99.0,HR,,600000,
1117,EMP01117,Male,45.0,7.0,Manager,,500000,
1118,EMP01118,Male,49.0,2.0,Analyst,,600000,emp1118@mail.com
1119,EMP01119,Unknow,55.0,6.0,HR,2025-07-01,600000,
1120,EMP01120,Male,39.0,20.0,HR,,600000,
1121,EMP01121,Female,25.0,5.0,QA,,500000,
1122,EMP01122,Male,26.0,17.0,Engineer,,600000,
1123,EMP01123,Male,38.0,10.0,Analyst,2025-07-01,500000,
1124,EMP01124,Male,47.0,8.0,Manager,,350000,
1125,EMP01125,Unknow,44.0,1.0,Analyst,,600000,
1126,EMP01126,Female,21.0,19.0,Analyst,,600000,
1127,EMP01127,Male,40.0,17.0,Analyst,,600000,
1128,EMP01128,Female,23.0,12.0,QA,2023-01-15,350000,emp1128@mail.com
1129,EMP01129,Unknow,57.0,16.0,QA,,600000,
1130,EMP01130,Male,49.0,9.0,HR,,500000,
1131,EMP01131,Male,56.0,,Intern,2025-07-01,600000,
1132,EMP01132,Female,38.0,19.0,Intern,2025-07-01,350000,
1133,EMP01133,Male,26.0,2.0,HR,2025-07-01,600000,
1134,EMP01134,Unknow,37.0,14.0,QA,,600000,
1135,EMP01135,Female,56.0,11.0,Analyst,,500000,emp1135@mail.com
1136,EMP01136,Female,40.0,,Intern,,600000,
1137,EMP01137,Female,51.0,,HR,,600000,
1138,EMP01138,Female,22.0,99.0,Engineer,2023-01-15,500000,
1139,EMP01139,Male,24.0,15.0,Analyst,2023-01-15,500000,
1140,EMP01140,Male,25.0,14.0,Engineer,,350000,
1141,EMP01141,Female,41.0,10.0,Intern,,600000,
1142,EMP01142,Male,40.0,17.0,Analyst,2025-07-01,350000,
1143,EMP01143,Female,34.0,11.0,Analyst,2023-01-15,350000,emp1143@mail.com
1144,EMP01144,Female,51.0,16.0,HR,2023-01-15,600000,
1145,EMP01145,Male,40.0,1.0,Manager,2025-07-01,600000,emp1145@mail.com
1146,EMP01146,Female,54.0,17.0,Manager,2023-01-15,600000,emp1146@mail.com
1147,EMP01147,Female,40.0,4.0,Manager,,600000,emp1147@mail.com
1148,EMP01148,Male,58.0,16.0,HR,2023-01-15,600000,
1149,EMP01149,Unknow,58.0,9.0,Intern,2023-01-15,500000,
1150,EMP01150,Male,56.0,15.0,Manager,2023-01-15,800000,emp1150@mail.com
1151,EMP01151,Male,39.0,18.0,Engineer,,600000,emp1151@mail.com
1152,EMP01152,Female,49.0,18.0,Intern,,500000,
1153,EMP01153,Male,60.0,18.0,Analyst,2025-07-01,600000,emp1153@mail.com
1154,EMP01154,Female,40.0,2.0,Engineer,2023-01-15,600000,
1155,EMP01155,Male,35.0,13.0,Engineer,,500000,
1156,EMP01156,Male,57.0,5.0,Analyst,,500000,
1157,EMP01157,Male,29.0,15.0,Engineer,,800000,
1158,EMP01158,Male,53.0,9.0,Manager,2023-01-15,350000,
1159,EMP01159,Male,45.0,18.0,Intern,2023-01-15,800000,
1160,EMP01160,Male,29.0,13.0,Engineer,2025-07-01,500000,emp1160@mail.com
1161,EMP01161,Male,27.0,15.0,QA,,500000,emp1161@mail.com
1162,EMP01162,Female,29.0,10.0,Engineer,2023-01-15,350000,
1163,EMP01163,Male,31.0,15.0,Intern,,800000,
1164,EMP01164,Female,40.0,,Manager,,600000,
1165,EMP01165,Male,36.0,20.0,QA,,500000,
1166,EMP01166,Female,35.0,1.0,Intern,2023-01-15,500000,
1167,EMP01167,Male,39.0,11.0,Analyst,2025-07-01,600000,
1168,EMP01168,Male,30.0,15.0,Analyst,2023-01-15,800000,
1169,EMP01169,Female,30.0,7.0,Analyst,2023-01-15,350000,
1170,EMP01170,Male,28.0,8.0,Manager,2023-01-15,500000,
1171,EMP01171,Male,21.0,13.0,HR,,500000,
1172,EMP01172,Unknow,42.0,15.0,QA,2025-07-01,600000,
1173,EMP01173,Female,24.0,10.0,Manager,2025-07-01,800000,emp1173@mail.com
1174,EMP01174,Female,47.0,11.0,Manager,2025-07-01,500000,
1175,EMP01175,Male,44.0,20.0,Analyst,2023-01-15,600000,emp1175@mail.com
1176,EMP01176,Male,48.0,14.0,HR,,800000,
1177,EMP01177,Male,34.0,17.0,Intern,,600000,
1178,EMP01178,Female,20.0,16.0,Manager,2025-07-01,600000,emp1178@mail.com
1179,EMP01179,Male,60.0,3.0,Manager,,800000,
1180,EMP01180,Male,28.0,10.0,HR,,600000,
1181,EMP01181,Male,50.0,20.0,QA,,500000,
1182,EMP01182,Unknow,52.0,1.0,Manager,2023-01-15,800000,
1183,EMP01183,Male,33.0,14.0,Analyst,,600000,
1184,EMP01184,Unknow,40.0,3.0,Analyst,,800000,
1185,EMP01185,Female,46.0,12.0,QA,,600000,
1186,EMP01186,Male,44.0,4.0,Engineer,2023-01-15,800000,emp1186@mail.com
1187,EMP01187,Male,48.0,14.0,Intern,2025-07-01,600000,
1188,EMP01188,Unknow,30.0,8.0,Intern,,500000,
1189,EMP01189,Male,36.0,13.0,HR,,600000,
1190,EMP01190,Male,51.0,19.0,QA,,600000,emp1190@mail.com
1191,EMP01191,Female,23.0,12.0,HR,2023-01-15,500000,
1192,EMP01192,Female,39.0,15.0,QA,,500000,emp1192@mail.com
1193,EMP01193,Male,24.0,6.0,Intern,,600000,emp1193@mail.com
1194,EMP01194,Female,29.0,17.0,Intern,2025-07-01,800000,emp1194@mail.com
1195,EMP01195,Female,55.0,11.0,Intern,,500000,emp1195@mail.com
1196,EMP01196,Male,25.0,16.0,HR,2023-01-15,600000,
1197,EMP01197,Unknow,37.0,12.0,Manager,,800000,
1198,EMP01198,Female,31.0,6.0,Manager,2025-07-01,500000,
1199,EMP01199,Male,24.0,7.0,HR,2025-07-01,600000,
1200,EMP01200,Male,35.0,99.0,Analyst,,800000,
1201,EMP01201,Female,59.0,11.0,Analyst,2023-01-15,500000,
1202,EMP01202,Unknow,43.0,10.0,Manager,,600000,
1203,EMP01203,Male,33.0,99.0,HR,,500000,
1204,EMP01204,Unknow,44.0,3.0,Analyst,,350000,
1205,EMP01205,Unknow,40.0,11.0,Manager,,500000,
1206,EMP01206,Female,22.0,16.0,Engineer,2025-07-01,600000,emp1206@mail.com
1207,EMP01207,Unknow,36.0,10.0,Intern,,600000,
1208,EMP01208,Unknow,59.0,,Engineer,2025-07-01,600000,
1209,EMP01209,Male,31.0,7.0,HR,,800000,emp1209@mail.com
1210,EMP01210,Male,38.0,12.0,Intern,,600000,
1211,EMP01211,Female,46.0,10.0,Analyst,2025-07-01,600000,
1212,EMP01212,Male,39.0,9.0,QA,,800000,
1213,EMP01213,Male,40.0,18.0,HR,2025-07-01,600000,emp1213@mail.com
1214,EMP01214,Female,41.0,8.0,HR,,500000,
1215,EMP01215,Male,21.0,99.0,HR,2025-07-01,350000,
1216,EMP01216,Female,33.0,12.0,Analyst,2025-07-01,800000,emp1216@mail.com
1217,EMP01217,Male,31.0,14.0,HR,2023-01-15,600000,
1218,EMP01218,Female,39.0,12.0,QA,,600000,emp1218@mail.com
1219,EMP01219,Male,46.0,20.0,HR,,500000,
1220,EMP01220,Female,41.0,5.0,Engineer,2025-07-01,500000,emp1220@mail.com
1221,EMP01221,Female,35.0,8.0,Analyst,,600000,
1222,EMP01222,Female,54.0,,Manager,2025-07-01,600000,
1223,EMP01223,Unknow,23.0,7.0,Intern,,500000,
1224,EMP01224,Female,22.0,11.0,Analyst,2023-01-15,800000,
1225,EMP01225,Male,51.0,5.0,QA,,500000,emp1225@mail.com
1226,EMP01226,Male,59.0,5.0,Manager,,800000,
1227,EMP01227,Male,41.0,16.0,Analyst,,800000,
1228,EMP01228,Female,42.0,1.0,Manager,,500000,
1229,EMP01229,Male,52.0,4.0,Intern,,600000,
1230,EMP01230,Male,26.0,11.0,Engineer,2023-01-15,500000,
1231,EMP01231,Male,40.0,3.0,Manager,2023-01-15,600000,emp1231@mail.com
1232,EMP01232,Male,60.0,13.0,Manager,,800000,
1233,EMP01233,Male,54.0,1.0,Engineer,,500000,emp1233@mail.com
1234,EMP01234,Female,42.0,,QA,,600000,emp1234@mail.com
1235,EMP01235,Unknow,25.0,17.0,Intern,2023-01-15,600000,
1236,EMP01236,Male,53.0,16.0,Manager,,600000,
1237,EMP01237,Male,21.0,14.0,QA,2025-07-01,600000,emp1237@mail.com
1238,EMP01238,Male,28.0,15.0,Engineer,,500000,
1239,EMP01239,Male,60.0,,Intern,,600000,
1240,EMP01240,Female,46.0,12.0,Analyst,,600000,emp1240@mail.com
1241,EMP01241,Male,26.0,16.0,QA,2023-01-15,600000,
1242,EMP01242,Female,51.0,6.0,Engineer,,600000,
1243,EMP01243,Male,46.0,9.0,HR,2023-01-15,500000,emp1243@mail.com
1244,EMP01244,Female,40.0,12.0,QA,2023-01-15,600000,
1245,EMP01245,Male,33.0,5.0,Analyst,2023-01-15,800000,
1246,EMP01246,Male,34.0,4.0,Analyst,,500000,emp1246@mail.com
1247,EMP01247,Male,50.0,16.0,Intern,,600000,
1248,EMP01248,Unknow,60.0,7.0,Engineer,,600000,
1249,EMP01249,Female,30.0,2.0,HR,,500000,
1250,EMP01250,Male,33.0,15.0,Analyst,2023-01-15,600000,
1251,EMP01251,Unknow,53.0,17.0,QA,,500000,emp1251@mail.com
1252,EMP01252,Unknow,37.0,19.0,Analyst,,600000,
1253,EMP01253,Male,23.0,5.0,HR,,600000,
1254,EMP01254,Male,47.0,8.0,QA,,800000,
1255,EMP01255,Female,47.0,9.0,HR,2025-07-01,500000,emp1255@mail.com
1256,EMP01256,Female,21.0,11.0,Intern,2023-01-15,500000,
1257,EMP01257,Female,31.0,19.0,Analyst,2025-07-01,350000,
1258,EMP01258,Male,20.0,5.0,Analyst,2025-07-01,500000,
1259,EMP01259,Male,35.0,,Engineer,,600000,
1260,EMP01260,Female,44.0,4.0,Engineer,,800000,emp1260@mail.com
1261,EMP01261,Male,57.0,15.0,Engineer,2023-01-15,500000,
1262,EMP01262,Male,48.0,,QA,,600000,
1263,EMP01263,Male,57.0,1.0,Manager,,500000,emp1263@mail.com
1264,EMP01264,Male,34.0,15.0,HR,,500000,
1265,EMP01265,Male,48.0,20.0,Engineer,,800000,emp1265@mail.com
1266,EMP01266,Male,58.0,1.0,Analyst,2025-07-01,600000,
1267,EMP01267,Unknow,52.0,11.0,Analyst,,350000,
1268,EMP01268,Male,33.0,6.0,HR,,600000,
1269,EMP01269,Male,37.0,9.0,QA,2025-07-01,500000,
1270,EMP01270,Male,36.0,15.0,Engineer,,500000,
1271,EMP01271,Female,28.0,7.0,Intern,2025-07-01,500000,
1272,EMP01272,Male,45.0,16.0,Manager,,800000,emp1272@mail.com
1273,EMP01273,Female,40.0,9.0,Engineer,,800000,
1274,EMP01274,Female,37.0,5.0,Engineer,2025-07-01,600000,
1275,EMP01275,Male,53.0,20.0,Engineer,,500000,
1276,EMP01276,Unknow,54.0,9.0,Analyst,,500000,emp1276@mail.com
1277,EMP01277,Male,25.0,7.0,Analyst,2025-07-01,500000,
1278,EMP01278,Male,58.0,8.0,HR,2025-07-01,800000,emp1278@mail.com
1279,EMP01279,Unknow,56.0,99.0,Intern,2023-01-15,500000,emp1279@mail.com
1280,EMP01280,Male,30.0,19.0,HR,,350000,
1281,EMP01281,Female,35.0,16.0,QA,2025-07-01,600000,emp1281@mail.com
1282,EMP01282,Male,36.0,4.0,Manager,2025-07-01,600000,
1283,EMP01283,Unknow,26.0,7.0,QA,2025-07-01,800000,
1284,EMP01284,Male,59.0,3.0,Engineer,2023-01-15,350000,
1285,EMP01285,Male,56.0,6.0,Intern,,800000,
1286,EMP01286,Female,60.0,6.0,Intern,,600000,
1287,EMP01287,Female,56.0,4.0,QA,,350000,
1288,EMP01288,Male,52.0,17.0,Manager,,600000,
1289,EMP01289,Male,49.0,6.0,Analyst,2025-07-01,350000,emp1289@mail.com
1290,EMP01290,Unknow,40.0,5.0,Analyst,,350000,
1291,EMP01291,Female,39.0,10.0,Intern,2023-01-15,600000,
1292,EMP01292,Female,40.0,5.0,QA,2025-07-01,800000,
1293,EMP01293,Female,48.0,6.0,Manager,,500000,
1294,EMP01294,Male,44.0,5.0,QA,2025-07-01,500000,
1295,EMP01295,Female,43.0,3.0,QA,2025-07-01,600000,
1296,EMP01296,Unknow,26.0,18.0,QA,,350000,
1297,EMP01297,Male,26.0,5.0,HR,2025-07-01,500000,emp1297@mail.com
1298,EMP01298,Male,26.0,4.0,Engineer,,800000,
1299,EMP01299,Male,29.0,9.0,Intern,2023-01-15,800000,
1300,EMP01300,Male,40.0,5.0,Manager,,600000,emp1300@mail.com
1301,EMP01301,Male,39.0,11.0,Intern,,350000,
1302,EMP01302,Male,42.0,17.0,Manager,2025-07-01,600000,
1303,EMP01303,Female,37.0,5.0,Analyst,2025-07-01,600000,emp1303@mail.com
1304,EMP01304,Unknow,32.0,,Manager,2023-01-15,600000,
1305,EMP01305,Male,54.0,6.0,Manager,,600000,emp1305@mail.com
1306,EMP01306,Female,35.0,4.0,Intern,,600000,
1307,EMP01307,Unknow,59.0,1.0,Engineer,2023-01-15,500000,emp1307@mail.com
1308,EMP01308,Unknow,35.0,5.0,Manager,,500000,
1309,EMP01309,Male,56.0,13.0,Manager,2025-07-01,350000,
1310,EMP01310,Unknow,40.0,10.0,QA,,350000,
1311,EMP01311,Female,28.0,,QA,,600000,
1312,EMP01312,Unknow,20.0,16.0,QA,,500000,emp1312@mail.com
1313,EMP01313,Male,50.0,13.0,HR,,350000,
1314,EMP01314,Male,27.0,16.0,Analyst,2023-01-15,600000,
1315,EMP01315,Male,34.0,9.0,Intern,,600000,emp1315@mail.com
1316,EMP01316,Female,54.0,18.0,Manager,,800000,
1317,EMP01317,Female,33.0,14.0,Analyst,,350000,
1318,EMP01318,Unknow,28.0,18.0,Manager,,500000,
1319,EMP01319,Female,34.0,11.0,Analyst,,800000,
1320,EMP01320,Male,20.0,17.0,Manager,2025-07-01,600000,
1321,EMP01321,Male,39.0,19.0,Intern,,600000,
1322,EMP01322,Female,38.0,13.0,Analyst,2023-01-15,500000,
1323,EMP01323,Female,60.0,17.0,Analyst,,500000,
1324,EMP01324,Male,43.0,20.0,QA,2023-01-15,800000,emp1324@mail.com
1325,EMP01325,Male,42.0,12.0,Manager,,350000,
1326,EMP01326,Male,41.0,10.0,Engineer,,350000,emp1326@mail.com
1327,EMP01327,Female,54.0,11.0,Engineer,,350000,emp1327@mail.com
1328,EMP01328,Male,33.0,14.0,QA,2025-07-01,800000,
1329,EMP01329,Male,21.0,3.0,QA,2025-07-01,600000,
1330,EMP01330,Male,56.0,18.0,Intern,,600000,
1331,EMP01331,Male,42.0,14.0,Analyst,2025-07-01,800000,emp1331@mail.com
1332,EMP01332,Male,23.0,19.0,Analyst,,600000,
1333,EMP01333,Male,58.0,11.0,Analyst,,600000,
1334,EMP01334,Male,26.0,5.0,Analyst,,500000,
1335,EMP01335,Female,54.0,9.0,QA,2025-07-01,600000,
1336,EMP01336,Unknow,36.0,14.0,QA,,600000,
1337,EMP01337,Male,21.0,18.0,QA,,350000,
1338,EMP01338,Female,41.0,6.0,Manager,,600000,
1339,EMP01339,Female,32.0,1.0,Intern,2023-01-15,600000,
1340,EMP01340,Female,36.0,15.0,QA,,600000,emp1340@mail.com
1341,EMP01341,Male,58.0,12.0,HR,2023-01-15,350000,
1342,EMP01342,Male,35.0,8.0,QA,2023-01-15,500000,
1343,EMP01343,Male,60.0,8.0,Analyst,,500000,emp1343@mail.com
1344,EMP01344,Female,57.0,4.0,HR,,800000,
1345,EMP01345,Female,45.0,16.0,Intern,,800000,
1346,EMP01346,Female,31.0,18.0,Analyst,2023-01-15,600000,
1347,EMP01347,Male,24.0,8.0,Intern,2025-07-01,500000,emp1347@mail.com
1348,EMP01348,Male,40.0,14.0,Manager,,600000,
1349,EMP01349,Male,47.0,16.0,Engineer,,800000,emp1349@mail.com
1350,EMP01350,Male,55.0,6.0,HR,2025-07-01,500000,
1351,EMP01351,Female,48.0,13.0,QA,,500000,
1352,EMP01352,Female,34.0,12.0,HR,2023-01-15,350000,
1353,EMP01353,Male,50.0,6.0,Intern,,600000,
1354,EMP01354,Male,45.0,3.0,QA,2023-01-15,600000,
1355,EMP01355,Female,21.0,17.0,Intern,,500000,
1356,EMP01356,Female,40.0,7.0,HR,,500000,
1357,EMP01357,Female,20.0,8.0,HR,,350000,emp1357@mail.com
1358,EMP01358,Unknow,39.0,1.0,QA,2023-01-15,350000,
1359,EMP01359,Male,46.0,15.0,HR,2023-01-15,600000,
1360,EMP01360,Female,57.0,2.0,Engineer,,800000,
1361,EMP01361,Male,49.0,1.0,HR,2025-07-01,800000,emp1361@mail.com
1362,EMP01362,Male,24.0,15.0,Analyst,,500000,emp1362@mail.com
1363,EMP01363,Unknow,50.0,3.0,Analyst,2025-07-01,350000,
1364,EMP01364,Male,54.0,99.0,QA,,500000,
1365,EMP01365,Male,40.0,11.0,QA,2023-01-15,600000,
1366,EMP01366,Unknow,56.0,19.0,Engineer,,600000,emp1366@mail.com
1367,EMP01367,Male,31.0,8.0,Engineer,,800000,
1368,EMP01368,Female,23.0,12.0,Manager,,600000,
1369,EMP01369,Female,39.0,17.0,Analyst,,800000,
1370,EMP01370,Female,48.0,8.0,HR,2023-01-15,800000,
1371,EMP01371,Male,34.0,14.0,QA,,350000,emp1371@mail.com
1372,EMP01372,Male,26.0,10.0,QA,2023-01-15,600000,emp1372@mail.com
1373,EMP01373,Unknow,25.0,20.0,Analyst,,350000,
1374,EMP01374,Male,53.0,8.0,QA,,500000,
1375,EMP01375,Female,37.0,12.0,Engineer,2025-07-01,600000,
1376,EMP01376,Female,48.0,9.0,QA,,350000,
1377,EMP01377,Female,54.0,8.0,Manager,2025-07-01,500000,
1378,EMP01378,Unknow,20.0,18.0,Intern,,350000,emp1378@mail.com
1379,EMP01379,Female,40.0,99.0,Engineer,2023-01-15,500000,
1380,EMP01380,Female,20.0,18.0,HR,2025-07-01,600000,
1381,EMP01381,Female,20.0,9.0,Intern,,800000,
1382,EMP01382,Female,36.0,12.0,HR,2025-07-01,500000,emp1382@mail.com
1383,EMP01383,Male,39.0,20.0,Manager,2023-01-15,600000,
1384,EMP01384,Male,50.0,15.0,Intern,,500000,
1385,EMP01385,Male,52.0,15.0,QA,2023-01-15,350000,
1386,EMP01386,Female,59.0,18.0,Intern,,600000,
1387,EMP01387,Male,24.0,,Analyst,,600000,
1388,EMP01388,Male,27.0,6.0,Manager,2025-07-01,350000,
1389,EMP01389,Male,44.0,9.0,Engineer,2025-07-01,500000,emp1389@mail.com
1390,EMP01390,Unknow,46.0,8.0,HR,,500000,emp1390@mail.com
1391,EMP01391,Female,53.0,6.0,Engineer,,800000,
1392,EMP01392,Unknow,40.0,99.0,Engineer,,600000,
1393,EMP01393,Female,54.0,6.0,Engineer,,500000,
1394,EMP01394,Female,24.0,16.0,HR,2025-07-01,600000,emp1394@mail.com
1395,EMP01395,Female,24.0,19.0,QA,2023-01-15,350000,emp1395@mail.com
1396,EMP01396,Male,56.0,20.0,Analyst,2023-01-15,800000,
1397,EMP01397,Male,46.0,17.0,HR,2025-07-01,600000,
1398,EMP01398,Male,47.0,18.0,QA,,600000,emp1398@mail.com
1399,EMP01399,Male,33.0,7.0,Engineer,,500000,
1400,EMP01400,Female,47.0,16.0,Engineer,2023-01-15,600000,
1401,EMP01401,Female,37.0,10.0,Manager,2025-07-01,600000,
1402,EMP01402,Unknow,22.0,15.0,Manager,2025-07-01,500000,emp1402@mail.com
1403,EMP01403,Unknow,50.0,6.0,QA,2025-07-01,800000,emp1403@mail.com
1404,EMP01404,Female,50.0,3.0,Analyst,,600000,
1405,EMP01405,Male,50.0,17.0,HR,,800000,
1406,EMP01406,Male,28.0,15.0,Analyst,,350000,
1407,EMP01407,Male,29.0,12.0,HR,2025-07-01,600000,
1408,EMP01408,Female,58.0,1.0,Engineer,,500000,
1409,EMP01409,Female,45.0,11.0,Manager,,500000,
1410,EMP01410,Male,56.0,17.0,Analyst,,600000,
1411,EMP01411,Male,22.0,5.0,QA,,500000,emp1411@mail.com
1412,EMP01412,Unknow,39.0,12.0,Manager,,800000,
1413,EMP01413,Male,43.0,7.0,HR,,500000,
1414,EMP01414,Female,37.0,6.0,Manager,,350000,
1415,EMP01415,Female,24.0,14.0,QA,2025-07-01,350000,emp1415@mail.com
1416,EMP01416,Male,42.0,16.0,Engineer,,350000,
1417,EMP01417,Male,36.0,5.0,Manager,,350000,
1418,EMP01418,Unknow,32.0,19.0,Manager,,500000,
1419,EMP01419,Female,37.0,15.0,Analyst,2023-01-15,500000,
