employee_id,employee_code,gender,age,department_id,job_title,join_date,salary,email
2264,EMP02264,M,52.0,5.0,Manager,2025-07-01,800000,emp2264@mail.com
2265,EMP02265,Male,32.0,8.0,Manager,,800000,INVALID
2266,EMP02266,Male,33.0,17.0,Intern,2025-07-01,800000,INVALID
2267,EMP02267,M,28.0,11.0,HR,,,
2268,EMP02268,Female,41.0,,Intern,2025-07-01,500000,
2269,EMP02269,Male,45.0,11.0,HR,2023-01-15,,INVALID
2270,EMP02270,male,49.0,99.0,Manager,15/02/2024,500000,INVALID
2271,EMP02271,male,-2.0,6.0,HR,,,
2272,EMP02272,Male,36.0,17.0,Analyst,2023-01-15,,INVALID
2273,EMP02273,male,37.0,6.0,Engineer,,-10000,
2274,EMP02274,male,36.0,6.0,Engineer,,350000,
2275,EMP02275,,44.0,19.0,Engineer,2023-01-15,,emp2275@mail.com
2276,EMP02276,male,32.0,5.0,HR,,500000,INVALID
2277,EMP02277,F,55.0,12.0,Analyst,,6 LPA,
2278,EMP02278,Male,27.0,8.0,Manager,,800000,emp2278@mail.com
2279,EMP02279,,23.0,17.0,Manager,,800000,
2280,EMP02280,Female,53.0,12.0,Engineer,,,
2281,EMP02281,Female,53.0,99.0,Manager,,800000,emp2281@mail.com
2282,EMP02282,Male,-2.0,7.0,QA,2025-07-01,,
2283,EMP02283,Male,24.0,14.0,Manager,2025-07-01,,emp2283@mail.com
2284,EMP02284,male,58.0,5.0,Intern,2025-07-01,,INVALID
2285,EMP02285,Male,33.0,17.0,Intern,2025-07-01,500000,
2286,EMP02286,Male,60.0,9.0,HR,,,emp2286@mail.com
2287,EMP02287,M,48.0,99.0,Engineer,,500000,INVALID
2288,EMP02288,male,,10.0,Intern,2023-01-15,-10000,
2289,EMP02289,Female,54.0,8.0,Manager,2025-07-01,800000,INVALID
2290,EMP02290,,56.0,12.0,HR,2025-07-01,-10000,emp2290@mail.com
2291,EMP02291,Male,39.0,4.0,Analyst,,,INVALID
2292,EMP02292,male,38.0,11.0,Analyst,,350000,
2293,EMP02293,M,21.0,18.0,Engineer,2023-01-15,350000,
2294,EMP02294,Male,54.0,8.0,QA,2023-01-15,500000,
2295,EMP02295,Male,44.0,20.0,QA,,800000,
2296,EMP02296,,37.0,15.0,Engineer,,350000,
2297,EMP02297,male,53.0,8.0,Engineer,,-10000,INVALID
2298,EMP02298,Male,39.0,11.0,Intern,2023-01-15,500000,INVALID
2299,EMP02299,Male,22.0,7.0,Engineer,15/02/2024,800000,
2300,EMP02300,Male,60.0,1.0,Analyst,2023-01-15,500000,
2301,EMP02301,Male,60.0,12.0,Manager,,800000,emp2301@mail.com
2302,EMP02302,Female,20.0,18.0,Manager,,350000,emp2302@mail.com
2303,EMP02303,,,99.0,QA,,500000,
2304,EMP02304,F,34.0,18.0,Intern,,,
2305,EMP02305,,20.0,7.0,HR,15/02/2024,-10000,emp2305@mail.com
2306,EMP02306,,23.0,1.0,Analyst,2023-01-15,-10000,INVALID
2307,EMP02307,Female,44.0,18.0,QA,15/02/2024,800000,INVALID
2308,EMP02308,male,36.0,1.0,Intern,,6 LPA,
2309,EMP02309,Male,50.0,19.0,QA,,-10000,emp2309@mail.com
2310,EMP02310,F,48.0,1.0,Engineer,2025-07-01,500000,
2311,EMP02311,male,20.0,,Manager,2025-07-01,350000,
2312,EMP02312,M,58.0,9.0,QA,2023-01-15,500000,
2313,EMP02313,,23.0,11.0,HR,,500000,
2314,EMP02314,male,38.0,3.0,QA,,-10000,INVALID
2315,EMP02315,F,56.0,14.0,Analyst,,-10000,
2316,EMP02316,,49.0,4.0,Intern,2025-07-01,500000,
2317,EMP02317,M,28.0,99.0,Analyst,,-10000,
2318,EMP02318,F,37.0,10.0,Intern,15/02/2024,500000,emp2318@mail.com
2319,EMP02319,,43.0,18.0,HR,,,emp2319@mail.com
2320,EMP02320,,43.0,99.0,QA,2023-01-15,6 LPA,INVALID
2321,EMP02321,,34.0,99.0,HR,2023-01-15,-10000,INVALID
2322,EMP02322,male,36.0,16.0,Analyst,,,
2323,EMP02323,male,52.0,4.0,Analyst,,-10000,
2324,EMP02324,Female,34.0,8.0,Manager,,500000,
2325,EMP02325,F,43.0,8.0,HR,2025-07-01,6 LPA,INVALID
2326,EMP02326,F,30.0,12.0,Engineer,2023-01-15,-10000,emp2326@mail.com
2327,EMP02327,M,26.0,12.0,Intern,,500000,
2328,EMP02328,F,47.0,15.0,Analyst,,6 LPA,INVALID
2329,EMP02329,male,34.0,8.0,HR,15/02/2024,-10000,INVALID
2330,EMP02330,M,40.0,9.0,Intern,15/02/2024,6 LPA,emp2330@mail.com
2331,EMP02331,Male,39.0,2.0,HR,2023-01-15,500000,INVALID
2332,EMP02332,M,-2.0,7.0,Manager,2023-01-15,500000,INVALID
2333,EMP02333,M,60.0,4.0,Engineer,15/02/2024,500000,INVALID
2334,EMP02334,,40.0,18.0,HR,,-10000,emp2334@mail.com
2335,EMP02335,Male,50.0,3.0,Analyst,2025-07-01,,INVALID
2336,EMP02336,male,31.0,15.0,Intern,,,
2337,EMP02337,F,60.0,7.0,QA,2025-07-01,800000,
2338,EMP02338,M,99.0,1.0,Analyst,15/02/2024,,
2339,EMP02339,,26.0,2.0,QA,,6 LPA,INVALID
2340,EMP02340,Female,40.0,6.0,Engineer,2023-01-15,,emp2340@mail.com
2341,EMP02341,Female,24.0,5.0,QA,2023-01-15,500000,
2342,EMP02342,,29.0,11.0,QA,2023-01-15,-10000,
2343,EMP02343,Male,44.0,3.0,Engineer,2023-01-15,500000,
2344,EMP02344,Female,43.0,11.0,QA,,6 LPA,
2345,EMP02345,male,50.0,3.0,QA,,,
2346,EMP02346,,39.0,14.0,Analyst,2025-07-01,500000,
2347,EMP02347,,25.0,18.0,Manager,2025-07-01,-10000,emp2347@mail.com
2348,EMP02348,F,50.0,4.0,HR,,-10000,
2349,EMP02349,F,39.0,17.0,QA,2023-01-15,350000,INVALID
2350,EMP02350,male,40.0,7.0,Engineer,,6 LPA,INVALID
2351,EMP02351,Male,29.0,8.0,Engineer,,800000,
2352,EMP02352,Male,41.0,6.0,Analyst,2025-07-01,350000,
2353,EMP02353,F,51.0,2.0,Manager,,-10000,
2354,EMP02354,F,24.0,1.0,Intern,2023-01-15,6 LPA,INVALID
2355,EMP02355,,60.0,5.0,Engineer,15/02/2024,,emp2355@mail.com
2356,EMP02356,F,60.0,6.0,QA,,800000,emp2356@mail.com
2357,EMP02357,male,40.0,11.0,QA,,-10000,INVALID
2358,EMP02358,Female,-2.0,4.0,Manager,15/02/2024,350000,
2359,EMP02359,Male,39.0,14.0,Analyst,,500000,
2360,EMP02360,Female,23.0,14.0,Engineer,,,emp2360@mail.com
2361,EMP02361,Female,22.0,18.0,Analyst,15/02/2024,,
2362,EMP02362,Female,60.0,,Analyst,,800000,INVALID
2363,EMP02363,Male,50.0,6.0,Engineer,15/02/2024,,
2364,EMP02364,Female,20.0,16.0,Analyst,2025-07-01,6 LPA,INVALID
2365,EMP02365,F,56.0,9.0,Manager,2025-07-01,350000,
2366,EMP02366,,50.0,7.0,HR,,-10000,
2367,EMP02367,M,31.0,4.0,Intern,15/02/2024,350000,INVALID
2368,EMP02368,,26.0,18.0,Analyst,2023-01-15,350000,
2369,EMP02369,Female,41.0,12.0,Intern,,800000,INVALID
2370,EMP02370,Female,50.0,8.0,Engineer,,800000,INVALID
2371,EMP02371,male,55.0,11.0,Intern,,800000,
2372,EMP02372,F,55.0,17.0,Engineer,15/02/2024,800000,emp2372@mail.com
2373,EMP02373,Female,45.0,20.0,QA,2023-01-15,,INVALID
2374,EMP02374,M,50.0,5.0,HR,,,INVALID
2375,EMP02375,M,29.0,12.0,QA,2025-07-01,350000,
2376,EMP02376,M,,18.0,Manager,2023-01-15,350000,
2377,EMP02377,male,32.0,15.0,HR,,6 LPA,
2378,EMP02378,,45.0,1.0,QA,15/02/2024,800000,
2379,EMP02379,F,,1.0,Intern,15/02/2024,6 LPA,emp2379@mail.com
2380,EMP02380,Male,41.0,2.0,Engineer,,6 LPA,INVALID
2381,EMP02381,male,29.0,18.0,HR,,800000,
2382,EMP02382,M,32.0,3.0,QA,,,INVALID
2383,EMP02383,Male,59.0,3.0,Engineer,,800000,INVALID
2384,EMP02384,male,36.0,,HR,,500000,INVALID
2385,EMP02385,F,58.0,19.0,Manager,2025-07-01,350000,
2386,EMP02386,,51.0,13.0,Analyst,,-10000,
2387,EMP02387,male,37.0,5.0,Analyst,2025-07-01,-10000,
2388,EMP02388,F,21.0,99.0,QA,2025-07-01,500000,
2389,EMP02389,Male,55.0,99.0,Intern,,6 LPA,
2390,EMP02390,M,50.0,13.0,QA,2025-07-01,-10000,INVALID
2391,EMP02391,male,60.0,7.0,Manager,2023-01-15,350000,
2392,EMP02392,Female,26.0,10.0,HR,,,emp2392@mail.com
2393,EMP02393,Male,27.0,3.0,Engineer,15/02/2024,-10000,emp2393@mail.com
2394,EMP02394,M,30.0,15.0,Intern,15/02/2024,500000,
2395,EMP02395,Male,26.0,17.0,Intern,2023-01-15,6 LPA,
2396,EMP02396,F,53.0,11.0,QA,2025-07-01,-10000,emp2396@mail.com
2397,EMP02397,Male,34.0,17.0,QA,2023-01-15,-10000,
2398,EMP02398,Female,47.0,12.0,Intern,,800000,INVALID
2399,EMP02399,,38.0,2.0,Intern,15/02/2024,500000,INVALID
2400,EMP02400,Female,24.0,8.0,Intern,2023-01-15,350000,INVALID
2401,EMP02401,male,99.0,,Analyst,2023-01-15,500000,emp2401@mail.com
2402,EMP02402,,21.0,20.0,Analyst,,6 LPA,emp2402@mail.com
2403,EMP02403,Male,51.0,5.0,Analyst,2023-01-15,,emp2403@mail.com
2404,EMP02404,M,32.0,6.0,QA,2023-01-15,350000,
2405,EMP02405,Female,,2.0,Engineer,15/02/2024,6 LPA,
2406,EMP02406,F,29.0,,Analyst,,6 LPA,emp2406@mail.com
2407,EMP02407,,99.0,14.0,QA,,,emp2407@mail.com
2408,EMP02408,M,54.0,18.0,HR,15/02/2024,350000,
2409,EMP02409,male,58.0,16.0,Manager,15/02/2024,350000,
2410,EMP02410,F,50.0,5.0,Engineer,2023-01-15,6 LPA,emp2410@mail.com
2411,EMP02411,Female,31.0,19.0,Analyst,2025-07-01,-10000,
2412,EMP02412,Male,99.0,2.0,Engineer,,500000,INVALID
2413,EMP02413,F,52.0,20.0,Engineer,,-10000,
2414,EMP02414,,35.0,5.0,QA,2023-01-15,,emp2414@mail.com
2415,EMP02415,Male,56.0,13.0,QA,,-10000,INVALID
2416,EMP02416,Female,21.0,19.0,Intern,,,
2417,EMP02417,M,23.0,7.0,Manager,2023-01-15,500000,INVALID
2418,EMP02418,F,32.0,99.0,Manager,,500000,INVALID
2419,EMP02419,M,59.0,10.0,Analyst,2025-07-01,6 LPA,
2420,EMP02420,male,26.0,16.0,QA,15/02/2024,6 LPA,
2421,EMP02421,Male,48.0,,Engineer,,500000,
2422,EMP02422,,23.0,10.0,Engineer,15/02/2024,6 LPA,
2423,EMP02423,M,,14.0,Analyst,,500000,emp2423@mail.com
2424,EMP02424,,46.0,11.0,Manager,,,
2425,EMP02425,F,59.0,8.0,Manager,,,
2426,EMP02426,Female,34.0,,Engineer,2025-07-01,6 LPA,
2427,EMP02427,M,53.0,13.0,Manager,2025-07-01,500000,INVALID
2428,EMP02428,F,35.0,2.0,Manager,,,
2429,EMP02429,F,99.0,13.0,Engineer,2025-07-01,350000,INVALID
2430,EMP02430,male,47.0,17.0,HR,2023-01-15,350000,emp2430@mail.com
2431,EMP02431,F,,2.0,Manager,,,
2432,EMP02432,,54.0,7.0,QA,15/02/2024,6 LPA,
2433,EMP02433,Male,-2.0,8.0,QA,2023-01-15,800000,INVALID
2434,EMP02434,F,39.0,16.0,Engineer,15/02/2024,800000,
2435,EMP02435,male,32.0,3.0,HR,,500000,
2436,EMP02436,male,55.0,6.0,QA,2025-07-01,,
2437,EMP02437,Female,-2.0,2.0,Intern,,6 LPA,
2438,EMP02438,M,56.0,99.0,Analyst,,-10000,INVALID
2439,EMP02439,F,21.0,9.0,Manager,,-10000,emp2439@mail.com
2440,EMP02440,F,43.0,7.0,Intern,,500000,
2441,EMP02441,M,23.0,5.0,Manager,2023-01-15,350000,
2442,EMP02442,M,30.0,17.0,Engineer,15/02/2024,500000,
2443,EMP02443,F,58.0,5.0,Analyst,,500000,emp2443@mail.com
2444,EMP02444,male,20.0,9.0,Engineer,15/02/2024,350000,
2445,EMP02445,male,31.0,1.0,Engineer,2023-01-15,350000,
2446,EMP02446,Male,-2.0,8.0,HR,15/02/2024,,INVALID
2447,EMP02447,male,43.0,3.0,Analyst,15/02/2024,800000,
2448,EMP02448,Female,39.0,2.0,HR,15/02/2024,350000,
2449,EMP02449,,44.0,18.0,Analyst,2025-07-01,6 LPA,INVALID
2450,EMP02450,F,58.0,15.0,Intern,2023-01-15,-10000,emp2450@mail.com
2451,EMP02451,Female,,9.0,Manager,,6 LPA,emp2451@mail.com
2452,EMP02452,,29.0,1.0,HR,2023-01-15,-10000,INVALID
2453,EMP02453,male,46.0,10.0,Intern,2025-07-01,800000,
2454,EMP02454,,30.0,13.0,Manager,,-10000,emp2454@mail.com
2455,EMP02455,Female,20.0,15.0,Intern,2025-07-01,-10000,INVALID
2456,EMP02456,M,23.0,1.0,Manager,2025-07-01,,
2457,EMP02457,,58.0,15.0,Intern,,6 LPA,
2458,EMP02458,M,32.0,18.0,Intern,,,emp2458@mail.com
2459,EMP02459,male,30.0,8.0,Manager,2023-01-15,-10000,
2460,EMP02460,M,38.0,3.0,Intern,,350000,INVALID
2461,EMP02461,male,30.0,8.0,Intern,15/02/2024,800000,INVALID
2462,EMP02462,Female,30.0,13.0,HR,15/02/2024,-10000,
2463,EMP02463,Male,40.0,11.0,Intern,2025-07-01,6 LPA,emp2463@mail.com
2464,EMP02464,,28.0,9.0,Manager,2025-07-01,800000,INVALID
2465,EMP02465,F,24.0,16.0,Analyst,,500000,INVALID
2466,EMP02466,Male,27.0,15.0,Engineer,15/02/2024,800000,emp2466@mail.com
2467,EMP02467,M,44.0,8.0,Intern,,350000,emp2467@mail.com
2468,EMP02468,male,54.0,12.0,Analyst,,500000,emp2468@mail.com
2469,EMP02469,Male,31.0,99.0,QA,,6 LPA,INVALID
2470,EMP02470,M,21.0,11.0,Intern,15/02/2024,350000,
2471,EMP02471,male,39.0,2.0,HR,15/02/2024,,emp2471@mail.com
2472,EMP02472,male,54.0,19.0,Analyst,15/02/2024,,INVALID
2473,EMP02473,Male,40.0,10.0,Analyst,2025-07-01,,emp2473@mail.com
2474,EMP02474,,21.0,2.0,Manager,2025-07-01,500000,emp2474@mail.com
2475,EMP02475,Male,46.0,11.0,Intern,,6 LPA,
2476,EMP02476,,30.0,3.0,Intern,2023-01-15,350000,
2477,EMP02477,M,55.0,18.0,Intern,15/02/2024,500000,emp2477@mail.com
2478,EMP02478,Male,58.0,16.0,Manager,15/02/2024,800000,
2479,EMP02479,M,40.0,12.0,Intern,2023-01-15,-10000,
2480,EMP02480,male,,20.0,Intern,,800000,INVALID
2481,EMP02481,Male,50.0,,QA,,6 LPA,INVALID
2482,EMP02482,,43.0,14.0,QA,,500000,INVALID
2483,EMP02483,,,16.0,Analyst,15/02/2024,350000,
2484,EMP02484,F,58.0,18.0,HR,2025-07-01,6 LPA,emp2484@mail.com
2485,EMP02485,F,20.0,3.0,Manager,15/02/2024,500000,INVALID
2486,EMP02486,male,38.0,18.0,Manager,2023-01-15,6 LPA,emp2486@mail.com
2487,EMP02487,M,41.0,15.0,Analyst,,800000,
2488,EMP02488,M,38.0,,Engineer,,,INVALID
2489,EMP02489,M,40.0,11.0,Analyst,,500000,
2490,EMP02490,M,20.0,4.0,QA,2023-01-15,500000,
2491,EMP02491,,38.0,8.0,Analyst,2025-07-01,,
2492,EMP02492,,30.0,9.0,Engineer,,800000,emp2492@mail.com
2493,EMP02493,,26.0,15.0,HR,15/02/2024,800000,INVALID
2494,EMP02494,F,50.0,12.0,QA,,6 LPA,emp2494@mail.com
2495,EMP02495,Male,35.0,18.0,Engineer,15/02/2024,-10000,
2496,EMP02496,Male,39.0,8.0,QA,15/02/2024,,
2497,EMP02497,male,39.0,17.0,Manager,,,emp2497@mail.com
2498,EMP02498,F,28.0,19.0,HR,2025-07-01,500000,INVALID
2499,EMP02499,Female,30.0,19.0,Intern,2023-01-15,6 LPA,INVALID
2500,EMP02500,Male,57.0,,QA,,800000,
2501,EMP02501,Male,31.0,6.0,HR,,500000,
2502,EMP02502,Female,41.0,20.0,HR,,6 LPA,
2503,EMP02503,,48.0,5.0,Manager,15/02/2024,800000,emp2503@mail.com
2504,EMP02504,,-2.0,12.0,Analyst,15/02/2024,500000,
2505,EMP02505,male,25.0,8.0,Manager,2023-01-15,350000,INVALID
2506,EMP02506,male,56.0,20.0,Intern,,500000,
2507,EMP02507,M,34.0,15.0,Analyst,2025-07-01,500000,
2508,EMP02508,M,32.0,17.0,Manager,2025-07-01,,
2509,EMP02509,Female,22.0,10.0,HR,2023-01-15,350000,
2510,EMP02510,M,50.0,3.0,Analyst,15/02/2024,,emp2510@mail.com
2511,EMP02511,M,59.0,18.0,Manager,,6 LPA,
2512,EMP02512,M,36.0,3.0,Intern,2025-07-01,500000,
2513,EMP02513,,51.0,13.0,Intern,,,emp2513@mail.com
2514,EMP02514,F,45.0,20.0,Engineer,2025-07-01,800000,INVALID
2515,EMP02515,F,58.0,18.0,Engineer,2023-01-15,-10000,
2516,EMP02516,Female,30.0,12.0,Analyst,2025-07-01,500000,INVALID
2517,EMP02517,M,37.0,19.0,Analyst,15/02/2024,6 LPA,emp2517@mail.com
2518,EMP02518,Male,58.0,14.0,Analyst,,800000,INVALID
2519,EMP02519,M,47.0,15.0,QA,15/02/2024,6 LPA,INVALID
2520,EMP02520,F,59.0,13.0,Engineer,15/02/2024,-10000,INVALID
2521,EMP02521,male,20.0,4.0,Analyst,,500000,
2522,EMP02522,M,21.0,9.0,Engineer,2023-01-15,350000,
2523,EMP02523,M,39.0,12.0,Intern,15/02/2024,-10000,INVALID
2524,EMP02524,F,43.0,11.0,HR,15/02/2024,-10000,
2525,EMP02525,F,22.0,5.0,HR,2025-07-01,-10000,
2526,EMP02526,Male,23.0,19.0,Engineer,2023-01-15,500000,INVALID
2527,EMP02527,M,53.0,11.0,Engineer,2025-07-01,6 LPA,emp2527@mail.com
2528,EMP02528,Male,24.0,5.0,HR,15/02/2024,500000,emp2528@mail.com
2529,EMP02529,,99.0,12.0,Engineer,2025-07-01,,emp2529@mail.com
2530,EMP02530,,34.0,13.0,Intern,,500000,
2531,EMP02531,M,99.0,12.0,Engineer,,,emp2531@mail.com
2532,EMP02532,Male,25.0,,Intern,,,INVALID
2533,EMP02533,M,57.0,10.0,Manager,,,INVALID
2534,EMP02534,male,43.0,10.0,Manager,15/02/2024,800000,INVALID
2535,EMP02535,M,29.0,5.0,Analyst,2025-07-01,350000,emp2535@mail.com
2536,EMP02536,M,49.0,12.0,HR,2023-01-15,350000,INVALID
2537,EMP02537,,49.0,12.0,HR,15/02/2024,,INVALID
2538,EMP02538,,54.0,10.0,Engineer,15/02/2024,,
2539,EMP02539,Female,24.0,18.0,Manager,,6 LPA,
2540,EMP02540,,44.0,3.0,Intern,2023-01-15,800000,emp2540@mail.com
2541,EMP02541,Male,31.0,16.0,Manager,,-10000,INVALID
2542,EMP02542,male,36.0,1.0,Manager,,800000,
2543,EMP02543,male,26.0,19.0,Engineer,15/02/2024,500000,emp2543@mail.com
2544,EMP02544,Male,23.0,10.0,Intern,2025-07-01,500000,emp2544@mail.com
2545,EMP02545,M,60.0,8.0,Manager,,-10000,emp2545@mail.com
2546,EMP02546,M,30.0,14.0,QA,,6 LPA,INVALID
2547,EMP02547,F,36.0,3.0,Analyst,2023-01-15,-10000,
2548,EMP02548,Female,47.0,19.0,Manager,15/02/2024,6 LPA,
2549,EMP02549,F,35.0,1.0,QA,2025-07-01,800000,
2550,EMP02550,M,27.0,9.0,HR,,350000,
2551,EMP02551,,36.0,13.0,Intern,,800000,
2552,EMP02552,M,25.0,10.0,Analyst,2023-01-15,-10000,emp2552@mail.com
2553,EMP02553,,54.0,2.0,QA,15/02/2024,800000,
2554,EMP02554,Male,46.0,12.0,Analyst,15/02/2024,6 LPA,
2555,EMP02555,Male,59.0,20.0,HR,,,INVALID
2556,EMP02556,Female,45.0,,HR,,,
2557,EMP02557,Female,52.0,10.0,Analyst,15/02/2024,800000,
2558,EMP02558,M,31.0,3.0,HR,2025-07-01,,
2559,EMP02559,Male,43.0,19.0,Intern,2025-07-01,800000,INVALID
2560,EMP02560,Male,22.0,16.0,Manager,,6 LPA,
2561,EMP02561,M,28.0,15.0,QA,15/02/2024,350000,INVALID
2562,EMP02562,male,53.0,16.0,HR,2023-01-15,,
2563,EMP02563,Male,20.0,15.0,Engineer,2025-07-01,,
2564,EMP02564,Female,44.0,20.0,Analyst,2023-01-15,350000,emp2564@mail.com
2565,EMP02565,,40.0,2.0,HR,15/02/2024,,
2566,EMP02566,,30.0,8.0,Intern,2023-01-15,500000,
2567,EMP02567,,26.0,5.0,HR,,-10000,
2568,EMP02568,,27.0,12.0,Intern,,800000,
2569,EMP02569,,40.0,10.0,Analyst,,-10000,INVALID
2570,EMP02570,Male,52.0,4.0,Analyst,15/02/2024,-10000,
2571,EMP02571,Female,22.0,8.0,HR,15/02/2024,-10000,
2572,EMP02572,M,20.0,10.0,QA,15/02/2024,6 LPA,
2573,EMP02573,M,23.0,11.0,Intern,15/02/2024,500000,
2574,EMP02574,Male,29.0,5.0,QA,,350000,INVALID
2575,EMP02575,Male,31.0,10.0,QA,,,
2576,EMP02576,,29.0,13.0,Analyst,,350000,INVALID
2577,EMP02577,Female,41.0,13.0,HR,15/02/2024,,
2578,EMP02578,,25.0,2.0,Engineer,,6 LPA,
2579,EMP02579,,,4.0,Intern,15/02/2024,6 LPA,INVALID
2580,EMP02580,Male,25.0,13.0,Manager,15/02/2024,-10000,
2581,EMP02581,Male,48.0,3.0,Engineer,,-10000,
2582,EMP02582,F,50.0,13.0,Intern,,6 LPA,INVALID
2583,EMP02583,F,55.0,6.0,Manager,2023-01-15,,INVALID
2584,EMP02584,F,32.0,3.0,QA,,,emp2584@mail.com
2585,EMP02585,male,56.0,6.0,Intern,2025-07-01,350000,INVALID
2586,EMP02586,,37.0,10.0,Manager,,350000,INVALID
2587,EMP02587,Male,59.0,17.0,QA,2023-01-15,500000,
2588,EMP02588,Male,26.0,19.0,Analyst,2023-01-15,,
2589,EMP02589,Male,46.0,2.0,HR,2025-07-01,,
2590,EMP02590,M,39.0,99.0,Analyst,,6 LPA,
2591,EMP02591,Male,21.0,12.0,HR,,,
2592,EMP02592,male,44.0,2.0,QA,2023-01-15,350000,INVALID
2593,EMP02593,Male,20.0,8.0,HR,15/02/2024,350000,emp2593@mail.com
2594,EMP02594,male,54.0,13.0,Engineer,15/02/2024,6 LPA,
2595,EMP02595,F,48.0,7.0,Manager,2023-01-15,,
2596,EMP02596,male,34.0,12.0,HR,,,emp2596@mail.com
2597,EMP02597,,24.0,5.0,Analyst,2025-07-01,500000,
2598,EMP02598,male,33.0,15.0,Manager,2025-07-01,,
2599,EMP02599,Male,45.0,99.0,QA,2025-07-01,500000,
2600,EMP02600,,99.0,99.0,Analyst,,800000,INVALID
2601,EMP02601,Male,37.0,14.0,Manager,2023-01-15,500000,
2602,EMP02602,Male,42.0,15.0,Manager,,800000,INVALID
2603,EMP02603,F,53.0,,Manager,2023-01-15,800000,INVALID
2604,EMP02604,F,35.0,7.0,HR,2025-07-01,6 LPA,INVALID
2605,EMP02605,Male,46.0,17.0,Engineer,15/02/2024,500000,emp2605@mail.com
2606,EMP02606,Male,39.0,11.0,HR,15/02/2024,350000,
2607,EMP02607,Female,57.0,8.0,Intern,,6 LPA,INVALID
2608,EMP02608,Female,42.0,20.0,QA,2025-07-01,,INVALID
2609,EMP02609,,32.0,4.0,Engineer,2025-07-01,,
2610,EMP02610,Male,34.0,2.0,Analyst,2025-07-01,6 LPA,emp2610@mail.com
2611,EMP02611,M,34.0,1.0,Intern,2023-01-15,6 LPA,emp2611@mail.com
2612,EMP02612,,36.0,6.0,Intern,2023-01-15,500000,
2613,EMP02613,male,45.0,18.0,HR,,350000,
2614,EMP02614,male,36.0,4.0,QA,15/02/2024,350000,
2615,EMP02615,F,46.0,7.0,Analyst,2025-07-01,,
2616,EMP02616,F,40.0,17.0,Engineer,2025-07-01,500000,
2617,EMP02617,,28.0,15.0,Analyst,,6 LPA,
2618,EMP02618,Male,30.0,19.0,Analyst,,500000,emp2618@mail.com
2619,EMP02619,Male,,15.0,HR,2023-01-15,500000,INVALID
2620,EMP02620,F,55.0,18.0,Intern,15/02/2024,800000,INVALID
2621,EMP02621,Female,46.0,2.0,Intern,15/02/2024,800000,emp2621@mail.com
2622,EMP02622,M,20.0,2.0,Analyst,2023-01-15,-10000,
2623,EMP02623,F,51.0,16.0,Analyst,2023-01-15,800000,INVALID
2624,EMP02624,,39.0,20.0,Engineer,,800000,
2625,EMP02625,,47.0,11.0,HR,,500000,emp2625@mail.com
2626,EMP02626,F,,99.0,Engineer,,350000,INVALID
2627,EMP02627,male,27.0,17.0,Analyst,2023-01-15,800000,INVALID
2628,EMP02628,male,31.0,8.0,Intern,,-10000,INVALID
2629,EMP02629,Male,48.0,19.0,QA,,6 LPA,
2630,EMP02630,,28.0,5.0,Intern,,-10000,INVALID
2631,EMP02631,,32.0,9.0,Manager,15/02/2024,,
2632,EMP02632,F,59.0,20.0,Engineer,,350000,
2633,EMP02633,male,26.0,10.0,Manager,15/02/2024,-10000,INVALID
2634,EMP02634,M,33.0,16.0,Analyst,2025-07-01,800000,
2635,EMP02635,Male,50.0,16.0,HR,2025-07-01,350000,INVALID
2636,EMP02636,F,50.0,15.0,QA,2025-07-01,350000,INVALID
2637,EMP02637,Female,51.0,1.0,Analyst,,6 LPA,INVALID
2638,EMP02638,F,36.0,6.0,Engineer,2023-01-15,6 LPA,
2639,EMP02639,male,54.0,7.0,Intern,,,emp2639@mail.com
2640,EMP02640,M,58.0,1.0,Analyst,2025-07-01,800000,
2641,EMP02641,Female,54.0,5.0,HR,2025-07-01,500000,
2642,EMP02642,Female,23.0,2.0,Manager,2023-01-15,500000,
2643,EMP02643,M,42.0,1.0,Manager,,6 LPA,
2644,EMP02644,M,40.0,9.0,Intern,,-10000,
2645,EMP02645,male,27.0,11.0,Manager,,-10000,
2646,EMP02646,F,51.0,3.0,Engineer,2023-01-15,-10000,
2647,EMP02647,M,20.0,16.0,Engineer,15/02/2024,6 LPA,INVALID
2648,EMP02648,Male,48.0,18.0,Analyst,2025-07-01,-10000,
2649,EMP02649,Male,49.0,12.0,Analyst,2025-07-01,6 LPA,INVALID
2650,EMP02650,M,43.0,5.0,HR,2025-07-01,500000,
2651,EMP02651,F,22.0,9.0,Analyst,,-10000,INVALID
2652,EMP02652,M,25.0,8.0,Engineer,2023-01-15,500000,
2653,EMP02653,M,48.0,18.0,QA,2023-01-15,-10000,INVALID
2654,EMP02654,,29.0,20.0,Manager,2025-07-01,500000,
2655,EMP02655,Male,44.0,14.0,Manager,,800000,
2656,EMP02656,male,28.0,99.0,HR,2025-07-01,,
2657,EMP02657,Male,43.0,19.0,Analyst,2025-07-01,,
2658,EMP02658,F,46.0,99.0,HR,,800000,emp2658@mail.com
2659,EMP02659,,23.0,99.0,Analyst,2025-07-01,500000,
2660,EMP02660,M,49.0,17.0,HR,2025-07-01,350000,
2661,EMP02661,Female,43.0,15.0,Analyst,2023-01-15,,
2662,EMP02662,F,37.0,10.0,HR,2025-07-01,-10000,emp2662@mail.com
2663,EMP02663,,54.0,14.0,Engineer,,-10000,
